Organism,Year,Antibiotic,Antibiotic_Class,Resistant,Susceptible,Intermediate,Total_Tested,Resistance_Rate_%,Sufficient_Data
Staphylococcus epidermidis,2022,Tigecycline,Tetracyclines,0,306,1,307,0.0,YES
Staphylococcus epidermidis,2022,Trimethoprim sulfa,Trimethoprim,106,201,0,307,34.53,YES
Staphylococcus epidermidis,2022,Linezolid,Oxazolidinones,2,305,0,307,0.65,YES
Staphylococcus epidermidis,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2023,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2023,Levofloxacin,Fluoroquinolones,159,123,4,286,55.59,YES
Staphylococcus epidermidis,2023,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2023,Vancomycin,Glycopeptides,0,286,0,286,0.0,YES
Staphylococcus epidermidis,2023,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2023,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2023,Tigecycline,Tetracyclines,0,286,0,286,0.0,YES
Staphylococcus epidermidis,2023,Trimethoprim sulfa,Trimethoprim,96,190,0,286,33.57,YES
Staphylococcus epidermidis,2023,Linezolid,Oxazolidinones,4,282,0,286,1.4,YES
Staphylococcus epidermidis,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2024,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2024,Levofloxacin,Fluoroquinolones,198,163,11,372,53.23,YES
Staphylococcus epidermidis,2024,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2024,Vancomycin,Glycopeptides,0,372,0,372,0.0,YES
Staphylococcus epidermidis,2024,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2024,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2024,Tigecycline,Tetracyclines,0,366,6,372,0.0,YES
Staphylococcus epidermidis,2024,Trimethoprim sulfa,Trimethoprim,138,234,0,372,37.1,YES
Staphylococcus epidermidis,2024,Linezolid,Oxazolidinones,6,366,0,372,1.61,YES
Serratia marcescens,2004,Ceftriaxone,Cephalosporins,22,95,5,122,18.03,YES
Serratia marcescens,2004,Meropenem,Carbapenems,0,5,0,5,,NO
Serratia marcescens,2004,Levofloxacin,Fluoroquinolones,11,104,7,122,9.02,YES
Serratia marcescens,2004,Amikacin,Aminoglycosides,4,112,6,122,3.28,YES
Serratia marcescens,2004,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2004,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2004,Piperacillin tazobactam,Penicillins,9,112,1,122,7.38,YES
Serratia marcescens,2004,Tigecycline,Tetracyclines,1,115,6,122,0.82,YES
Serratia marcescens,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2004,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2005,Ceftriaxone,Cephalosporins,32,87,7,126,25.4,YES
Serratia marcescens,2005,Meropenem,Carbapenems,0,3,1,4,,NO
Serratia marcescens,2005,Levofloxacin,Fluoroquinolones,15,101,10,126,11.9,YES
Serratia marcescens,2005,Amikacin,Aminoglycosides,10,107,9,126,7.94,YES
Serratia marcescens,2005,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2005,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2005,Piperacillin tazobactam,Penicillins,15,107,4,126,11.9,YES
Serratia marcescens,2005,Tigecycline,Tetracyclines,1,118,7,126,0.79,YES
Serratia marcescens,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2005,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2006,Ceftriaxone,Cephalosporins,38,110,8,156,24.36,YES
Serratia marcescens,2006,Meropenem,Carbapenems,3,62,0,65,4.62,YES
Serratia marcescens,2006,Levofloxacin,Fluoroquinolones,24,122,10,156,15.38,YES
Serratia marcescens,2006,Amikacin,Aminoglycosides,14,132,10,156,8.97,YES
Serratia marcescens,2006,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2006,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2006,Piperacillin tazobactam,Penicillins,24,126,6,156,15.38,YES
Serratia marcescens,2006,Tigecycline,Tetracyclines,2,150,4,156,1.28,YES
Serratia marcescens,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2006,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2007,Ceftriaxone,Cephalosporins,49,167,5,221,22.17,YES
Serratia marcescens,2007,Meropenem,Carbapenems,6,207,2,215,2.79,YES
Serratia marcescens,2007,Levofloxacin,Fluoroquinolones,24,187,10,221,10.86,YES
Serratia marcescens,2007,Amikacin,Aminoglycosides,20,190,11,221,9.05,YES
Serratia marcescens,2007,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2007,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2007,Piperacillin tazobactam,Penicillins,20,197,4,221,9.05,YES
Serratia marcescens,2007,Tigecycline,Tetracyclines,1,216,4,221,0.45,YES
Serratia marcescens,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2007,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2008,Ceftriaxone,Cephalosporins,48,173,9,230,20.87,YES
Serratia marcescens,2008,Meropenem,Carbapenems,9,220,1,230,3.91,YES
Serratia marcescens,2008,Levofloxacin,Fluoroquinolones,28,190,12,230,12.17,YES
Serratia marcescens,2008,Amikacin,Aminoglycosides,32,189,9,230,13.91,YES
Serratia marcescens,2008,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2008,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2008,Piperacillin tazobactam,Penicillins,29,196,5,230,12.61,YES
Serratia marcescens,2008,Tigecycline,Tetracyclines,4,219,7,230,1.74,YES
Serratia marcescens,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2008,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2009,Ceftriaxone,Cephalosporins,44,173,9,226,19.47,YES
Serratia marcescens,2009,Meropenem,Carbapenems,6,220,0,226,2.65,YES
Serratia marcescens,2009,Levofloxacin,Fluoroquinolones,30,184,12,226,13.27,YES
Serratia marcescens,2009,Amikacin,Aminoglycosides,12,204,10,226,5.31,YES
Serratia marcescens,2009,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2009,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2009,Piperacillin tazobactam,Penicillins,24,188,14,226,10.62,YES
Serratia marcescens,2009,Tigecycline,Tetracyclines,8,212,6,226,3.54,YES
Serratia marcescens,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2009,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2010,Ceftriaxone,Cephalosporins,37,135,6,178,20.79,YES
Serratia marcescens,2010,Meropenem,Carbapenems,5,172,1,178,2.81,YES
Serratia marcescens,2010,Levofloxacin,Fluoroquinolones,28,140,10,178,15.73,YES
Serratia marcescens,2010,Amikacin,Aminoglycosides,8,159,11,178,4.49,YES
Serratia marcescens,2010,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2010,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2010,Piperacillin tazobactam,Penicillins,14,159,5,178,7.87,YES
Serratia marcescens,2010,Tigecycline,Tetracyclines,4,170,4,178,2.25,YES
Serratia marcescens,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2010,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2011,Ceftriaxone,Cephalosporins,17,118,7,142,11.97,YES
Serratia marcescens,2011,Meropenem,Carbapenems,2,139,1,142,1.41,YES
Serratia marcescens,2011,Levofloxacin,Fluoroquinolones,11,129,2,142,7.75,YES
Serratia marcescens,2011,Amikacin,Aminoglycosides,4,135,3,142,2.82,YES
Serratia marcescens,2011,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2011,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2011,Piperacillin tazobactam,Penicillins,10,126,6,142,7.04,YES
Serratia marcescens,2011,Tigecycline,Tetracyclines,0,141,1,142,0.0,YES
Serratia marcescens,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2011,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2012,Ceftriaxone,Cephalosporins,15,97,6,118,12.71,YES
Serratia marcescens,2012,Meropenem,Carbapenems,1,117,0,118,0.85,YES
Serratia marcescens,2012,Levofloxacin,Fluoroquinolones,7,105,6,118,5.93,YES
Serratia marcescens,2012,Amikacin,Aminoglycosides,3,108,7,118,2.54,YES
Serratia marcescens,2012,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2012,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2012,Piperacillin tazobactam,Penicillins,7,109,2,118,5.93,YES
Serratia marcescens,2012,Tigecycline,Tetracyclines,1,114,3,118,0.85,YES
Serratia marcescens,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2012,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2013,Ceftriaxone,Cephalosporins,13,107,4,124,10.48,YES
Serratia marcescens,2013,Meropenem,Carbapenems,1,123,0,124,0.81,YES
Serratia marcescens,2013,Levofloxacin,Fluoroquinolones,7,112,5,124,5.65,YES
Serratia marcescens,2013,Amikacin,Aminoglycosides,3,114,7,124,2.42,YES
Serratia marcescens,2013,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2013,Colistin,Polymyxins,0,0,0,0,,NO
Serratia marcescens,2013,Piperacillin tazobactam,Penicillins,8,116,0,124,6.45,YES
Serratia marcescens,2013,Tigecycline,Tetracyclines,0,121,3,124,0.0,YES
Serratia marcescens,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2013,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2014,Ceftriaxone,Cephalosporins,12,119,6,137,8.76,YES
Serratia marcescens,2014,Meropenem,Carbapenems,1,150,0,151,0.66,YES
Serratia marcescens,2014,Levofloxacin,Fluoroquinolones,8,133,10,151,5.3,YES
Serratia marcescens,2014,Amikacin,Aminoglycosides,4,139,8,151,2.65,YES
Serratia marcescens,2014,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2014,Colistin,Polymyxins,14,0,0,14,100.0,YES
Serratia marcescens,2014,Piperacillin tazobactam,Penicillins,6,144,1,151,3.97,YES
Serratia marcescens,2014,Tigecycline,Tetracyclines,2,144,5,151,1.32,YES
Serratia marcescens,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2014,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2015,Ceftriaxone,Cephalosporins,21,106,6,133,15.79,YES
Serratia marcescens,2015,Meropenem,Carbapenems,2,145,0,147,1.36,YES
Serratia marcescens,2015,Levofloxacin,Fluoroquinolones,8,131,8,147,5.44,YES
Serratia marcescens,2015,Amikacin,Aminoglycosides,12,128,7,147,8.16,YES
Serratia marcescens,2015,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2015,Colistin,Polymyxins,15,0,0,15,100.0,YES
Serratia marcescens,2015,Piperacillin tazobactam,Penicillins,10,132,5,147,6.8,YES
Serratia marcescens,2015,Tigecycline,Tetracyclines,0,142,5,147,0.0,YES
Serratia marcescens,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2015,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2016,Ceftriaxone,Cephalosporins,25,154,5,184,13.59,YES
Serratia marcescens,2016,Meropenem,Carbapenems,6,178,0,184,3.26,YES
Serratia marcescens,2016,Levofloxacin,Fluoroquinolones,12,159,13,184,6.52,YES
Serratia marcescens,2016,Amikacin,Aminoglycosides,7,168,9,184,3.8,YES
Serratia marcescens,2016,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2016,Colistin,Polymyxins,24,0,1,25,96.0,YES
Serratia marcescens,2016,Piperacillin tazobactam,Penicillins,12,169,3,184,6.52,YES
Serratia marcescens,2016,Tigecycline,Tetracyclines,1,177,6,184,0.54,YES
Serratia marcescens,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2016,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2017,Ceftriaxone,Cephalosporins,21,102,3,126,16.67,YES
Serratia marcescens,2017,Meropenem,Carbapenems,0,126,0,126,0.0,YES
Serratia marcescens,2017,Levofloxacin,Fluoroquinolones,8,114,4,126,6.35,YES
Serratia marcescens,2017,Amikacin,Aminoglycosides,5,108,13,126,3.97,YES
Serratia marcescens,2017,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2017,Colistin,Polymyxins,21,0,0,21,100.0,YES
Serratia marcescens,2017,Piperacillin tazobactam,Penicillins,5,117,4,126,3.97,YES
Serratia marcescens,2017,Tigecycline,Tetracyclines,0,124,2,126,0.0,YES
Serratia marcescens,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Serratia marcescens,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Serratia marcescens,2018,Meropenem,Carbapenems,12,153,1,166,7.23,YES
Serratia marcescens,2018,Levofloxacin,Fluoroquinolones,17,143,6,166,10.24,YES
Serratia marcescens,2018,Amikacin,Aminoglycosides,10,150,6,166,6.02,YES
Serratia marcescens,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2018,Colistin,Polymyxins,161,0,5,166,96.99,YES
Serratia marcescens,2018,Piperacillin tazobactam,Penicillins,22,143,1,166,13.25,YES
Serratia marcescens,2018,Tigecycline,Tetracyclines,1,161,4,166,0.6,YES
Serratia marcescens,2018,Trimethoprim sulfa,Trimethoprim,17,149,0,166,10.24,YES
Serratia marcescens,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Serratia marcescens,2019,Meropenem,Carbapenems,8,163,1,172,4.65,YES
Serratia marcescens,2019,Levofloxacin,Fluoroquinolones,15,152,5,172,8.72,YES
Serratia marcescens,2019,Amikacin,Aminoglycosides,19,146,7,172,11.05,YES
Serratia marcescens,2019,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2019,Colistin,Polymyxins,164,0,8,172,95.35,YES
Serratia marcescens,2019,Piperacillin tazobactam,Penicillins,19,149,4,172,11.05,YES
Serratia marcescens,2019,Tigecycline,Tetracyclines,1,169,2,172,0.58,YES
Serratia marcescens,2019,Trimethoprim sulfa,Trimethoprim,19,153,0,172,11.05,YES
Serratia marcescens,2019,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Serratia marcescens,2020,Meropenem,Carbapenems,9,165,1,175,5.14,YES
Serratia marcescens,2020,Levofloxacin,Fluoroquinolones,9,154,12,175,5.14,YES
Serratia marcescens,2020,Amikacin,Aminoglycosides,15,149,11,175,8.57,YES
Serratia marcescens,2020,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2020,Colistin,Polymyxins,173,0,2,175,98.86,YES
Serratia marcescens,2020,Piperacillin tazobactam,Penicillins,13,156,6,175,7.43,YES
Serratia marcescens,2020,Tigecycline,Tetracyclines,1,168,6,175,0.57,YES
Serratia marcescens,2020,Trimethoprim sulfa,Trimethoprim,18,157,0,175,10.29,YES
Serratia marcescens,2020,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Serratia marcescens,2021,Meropenem,Carbapenems,7,149,2,158,4.43,YES
Serratia marcescens,2021,Levofloxacin,Fluoroquinolones,10,139,9,158,6.33,YES
Serratia marcescens,2021,Amikacin,Aminoglycosides,12,141,5,158,7.59,YES
Serratia marcescens,2021,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2021,Colistin,Polymyxins,142,0,16,158,89.87,YES
Serratia marcescens,2021,Piperacillin tazobactam,Penicillins,18,136,4,158,11.39,YES
Serratia marcescens,2021,Tigecycline,Tetracyclines,3,154,1,158,1.9,YES
Serratia marcescens,2021,Trimethoprim sulfa,Trimethoprim,12,146,0,158,7.59,YES
Serratia marcescens,2021,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Serratia marcescens,2022,Meropenem,Carbapenems,3,118,1,122,2.46,YES
Serratia marcescens,2022,Levofloxacin,Fluoroquinolones,4,110,8,122,3.28,YES
Serratia marcescens,2022,Amikacin,Aminoglycosides,7,107,8,122,5.74,YES
Serratia marcescens,2022,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2022,Colistin,Polymyxins,116,0,6,122,95.08,YES
Serratia marcescens,2022,Piperacillin tazobactam,Penicillins,10,106,6,122,8.2,YES
Serratia marcescens,2022,Tigecycline,Tetracyclines,0,120,2,122,0.0,YES
Serratia marcescens,2022,Trimethoprim sulfa,Trimethoprim,11,111,0,122,9.02,YES
Serratia marcescens,2022,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Serratia marcescens,2023,Meropenem,Carbapenems,2,105,1,108,1.85,YES
Serratia marcescens,2023,Levofloxacin,Fluoroquinolones,4,101,3,108,3.7,YES
Serratia marcescens,2023,Amikacin,Aminoglycosides,0,106,2,108,0.0,YES
Serratia marcescens,2023,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2023,Colistin,Polymyxins,103,0,5,108,95.37,YES
Serratia marcescens,2023,Piperacillin tazobactam,Penicillins,7,98,3,108,6.48,YES
Serratia marcescens,2023,Tigecycline,Tetracyclines,2,106,0,108,1.85,YES
Serratia marcescens,2023,Trimethoprim sulfa,Trimethoprim,6,102,0,108,5.56,YES
Serratia marcescens,2023,Linezolid,Oxazolidinones,0,0,0,0,,NO
Serratia marcescens,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Serratia marcescens,2024,Meropenem,Carbapenems,1,116,1,118,0.85,YES
Serratia marcescens,2024,Levofloxacin,Fluoroquinolones,4,110,4,118,3.39,YES
Serratia marcescens,2024,Amikacin,Aminoglycosides,3,107,8,118,2.54,YES
Serratia marcescens,2024,Vancomycin,Glycopeptides,0,0,0,0,,NO
Serratia marcescens,2024,Colistin,Polymyxins,111,0,7,118,94.07,YES
Serratia marcescens,2024,Piperacillin tazobactam,Penicillins,2,112,4,118,1.69,YES
Serratia marcescens,2024,Tigecycline,Tetracyclines,0,115,3,118,0.0,YES
Serratia marcescens,2024,Trimethoprim sulfa,Trimethoprim,9,109,0,118,7.63,YES
Serratia marcescens,2024,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2004,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2004,Meropenem,Carbapenems,0,0,0,0,,NO
Citrobacter koseri,2004,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Citrobacter koseri,2004,Amikacin,Aminoglycosides,0,0,0,0,,NO
Citrobacter koseri,2004,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2004,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2004,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Citrobacter koseri,2004,Tigecycline,Tetracyclines,0,0,0,0,,NO
Citrobacter koseri,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2004,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2005,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2005,Meropenem,Carbapenems,0,0,0,0,,NO
Citrobacter koseri,2005,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Citrobacter koseri,2005,Amikacin,Aminoglycosides,0,0,0,0,,NO
Citrobacter koseri,2005,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2005,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2005,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Citrobacter koseri,2005,Tigecycline,Tetracyclines,0,0,0,0,,NO
Citrobacter koseri,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2005,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2006,Ceftriaxone,Cephalosporins,0,2,0,2,,NO
Citrobacter koseri,2006,Meropenem,Carbapenems,0,1,0,1,,NO
Citrobacter koseri,2006,Levofloxacin,Fluoroquinolones,0,2,0,2,,NO
Citrobacter koseri,2006,Amikacin,Aminoglycosides,0,2,0,2,,NO
Citrobacter koseri,2006,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2006,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2006,Piperacillin tazobactam,Penicillins,0,2,0,2,,NO
Citrobacter koseri,2006,Tigecycline,Tetracyclines,0,2,0,2,,NO
Citrobacter koseri,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2006,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2007,Ceftriaxone,Cephalosporins,0,1,0,1,,NO
Citrobacter koseri,2007,Meropenem,Carbapenems,0,0,0,0,,NO
Citrobacter koseri,2007,Levofloxacin,Fluoroquinolones,0,1,0,1,,NO
Citrobacter koseri,2007,Amikacin,Aminoglycosides,0,1,0,1,,NO
Citrobacter koseri,2007,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2007,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2007,Piperacillin tazobactam,Penicillins,0,1,0,1,,NO
Citrobacter koseri,2007,Tigecycline,Tetracyclines,0,1,0,1,,NO
Citrobacter koseri,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2007,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2008,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2008,Meropenem,Carbapenems,0,0,0,0,,NO
Citrobacter koseri,2008,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Citrobacter koseri,2008,Amikacin,Aminoglycosides,0,0,0,0,,NO
Citrobacter koseri,2008,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2008,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2008,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Citrobacter koseri,2008,Tigecycline,Tetracyclines,0,0,0,0,,NO
Citrobacter koseri,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2008,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2009,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2009,Meropenem,Carbapenems,0,0,0,0,,NO
Citrobacter koseri,2009,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Citrobacter koseri,2009,Amikacin,Aminoglycosides,0,0,0,0,,NO
Citrobacter koseri,2009,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2009,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2009,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Citrobacter koseri,2009,Tigecycline,Tetracyclines,0,0,0,0,,NO
Citrobacter koseri,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2009,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2010,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2010,Meropenem,Carbapenems,0,0,0,0,,NO
Citrobacter koseri,2010,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Citrobacter koseri,2010,Amikacin,Aminoglycosides,0,0,0,0,,NO
Citrobacter koseri,2010,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2010,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2010,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Citrobacter koseri,2010,Tigecycline,Tetracyclines,0,0,0,0,,NO
Citrobacter koseri,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2010,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2011,Ceftriaxone,Cephalosporins,0,2,0,2,,NO
Citrobacter koseri,2011,Meropenem,Carbapenems,0,2,0,2,,NO
Citrobacter koseri,2011,Levofloxacin,Fluoroquinolones,0,2,0,2,,NO
Citrobacter koseri,2011,Amikacin,Aminoglycosides,0,2,0,2,,NO
Citrobacter koseri,2011,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2011,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2011,Piperacillin tazobactam,Penicillins,0,2,0,2,,NO
Citrobacter koseri,2011,Tigecycline,Tetracyclines,0,2,0,2,,NO
Citrobacter koseri,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2011,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2012,Ceftriaxone,Cephalosporins,0,15,0,15,0.0,YES
Citrobacter koseri,2012,Meropenem,Carbapenems,0,15,0,15,0.0,YES
Citrobacter koseri,2012,Levofloxacin,Fluoroquinolones,0,15,0,15,0.0,YES
Citrobacter koseri,2012,Amikacin,Aminoglycosides,0,15,0,15,0.0,YES
Citrobacter koseri,2012,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2012,Colistin,Polymyxins,0,0,0,0,,NO
Citrobacter koseri,2012,Piperacillin tazobactam,Penicillins,0,15,0,15,0.0,YES
Citrobacter koseri,2012,Tigecycline,Tetracyclines,0,15,0,15,0.0,YES
Citrobacter koseri,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2012,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2013,Ceftriaxone,Cephalosporins,0,23,0,23,0.0,YES
