Organism,Country,Year,Total_N,MDR_Count,MDR_Rate_%,Sufficient
Pseudomonas aeruginosa,Denmark,2015,5,1,,False
Pseudomonas aeruginosa,Denmark,2016,7,1,,False
Pseudomonas aeruginosa,Denmark,2017,1,1,,False
Pseudomonas aeruginosa,Denmark,2018,1,0,,False
Pseudomonas aeruginosa,Denmark,2019,17,4,23.53,True
Pseudomonas aeruginosa,Denmark,2020,11,2,18.18,True
Pseudomonas aeruginosa,Denmark,2021,15,3,20.0,True
Pseudomonas aeruginosa,Denmark,2022,18,1,5.56,True
Pseudomonas aeruginosa,Denmark,2023,9,1,,False
Pseudomonas aeruginosa,Denmark,2024,17,2,11.76,True
Pseudomonas aeruginosa,Dominican Republic,2019,1,0,,False
Pseudomonas aeruginosa,Dominican Republic,2021,5,2,,False
Pseudomonas aeruginosa,Dominican Republic,2022,2,1,,False
Pseudomonas aeruginosa,Dominican Republic,2023,1,0,,False
Pseudomonas aeruginosa,Egypt,2013,1,0,,False
Pseudomonas aeruginosa,Finland,2007,3,0,,False
Pseudomonas aeruginosa,Finland,2013,2,1,,False
Pseudomonas aeruginosa,France,2004,3,0,,False
Pseudomonas aeruginosa,France,2005,10,1,10.0,True
Pseudomonas aeruginosa,France,2006,3,0,,False
Pseudomonas aeruginosa,France,2007,21,7,33.33,True
Pseudomonas aeruginosa,France,2008,32,9,28.12,True
Pseudomonas aeruginosa,France,2009,34,3,8.82,True
Pseudomonas aeruginosa,France,2010,29,11,37.93,True
Pseudomonas aeruginosa,France,2011,49,11,22.45,True
Pseudomonas aeruginosa,France,2012,28,5,17.86,True
Pseudomonas aeruginosa,France,2013,24,6,25.0,True
Pseudomonas aeruginosa,France,2014,29,5,17.24,True
Pseudomonas aeruginosa,France,2015,40,6,15.0,True
Pseudomonas aeruginosa,France,2016,32,5,15.62,True
Pseudomonas aeruginosa,France,2017,33,7,21.21,True
Pseudomonas aeruginosa,France,2018,45,17,37.78,True
Pseudomonas aeruginosa,France,2019,57,16,28.07,True
Pseudomonas aeruginosa,France,2020,38,11,28.95,True
Pseudomonas aeruginosa,France,2021,43,14,32.56,True
Pseudomonas aeruginosa,France,2022,38,9,23.68,True
Pseudomonas aeruginosa,France,2023,23,1,4.35,True
Pseudomonas aeruginosa,France,2024,28,8,28.57,True
Pseudomonas aeruginosa,Germany,2004,3,1,,False
Pseudomonas aeruginosa,Germany,2006,4,1,,False
Pseudomonas aeruginosa,Germany,2007,4,1,,False
Pseudomonas aeruginosa,Germany,2008,10,1,10.0,True
Pseudomonas aeruginosa,Germany,2009,19,2,10.53,True
Pseudomonas aeruginosa,Germany,2010,8,2,,False
Pseudomonas aeruginosa,Germany,2011,12,1,8.33,True
Pseudomonas aeruginosa,Germany,2012,3,0,,False
Pseudomonas aeruginosa,Germany,2013,14,3,21.43,True
Pseudomonas aeruginosa,Germany,2014,21,2,9.52,True
Pseudomonas aeruginosa,Germany,2015,27,6,22.22,True
Pseudomonas aeruginosa,Germany,2016,16,6,37.5,True
Pseudomonas aeruginosa,Germany,2017,21,2,9.52,True
Pseudomonas aeruginosa,Germany,2018,12,2,16.67,True
Pseudomonas aeruginosa,Germany,2019,6,1,,False
Pseudomonas aeruginosa,Germany,2020,14,2,14.29,True
Pseudomonas aeruginosa,Germany,2021,14,0,0.0,True
Pseudomonas aeruginosa,Germany,2022,19,3,15.79,True
Pseudomonas aeruginosa,Germany,2023,31,8,25.81,True
Pseudomonas aeruginosa,Germany,2024,16,6,37.5,True
Pseudomonas aeruginosa,Ghana,2021,2,0,,False
Pseudomonas aeruginosa,Ghana,2022,1,0,,False
Pseudomonas aeruginosa,Ghana,2023,1,0,,False
Pseudomonas aeruginosa,Greece,2004,1,1,,False
Pseudomonas aeruginosa,Greece,2005,1,1,,False
Pseudomonas aeruginosa,Greece,2006,9,1,,False
Pseudomonas aeruginosa,Greece,2007,8,1,,False
Pseudomonas aeruginosa,Greece,2008,1,0,,False
Pseudomonas aeruginosa,Greece,2009,3,2,,False
Pseudomonas aeruginosa,Greece,2010,6,4,,False
Pseudomonas aeruginosa,Greece,2014,12,6,50.0,True
Pseudomonas aeruginosa,Greece,2015,5,2,,False
Pseudomonas aeruginosa,Greece,2016,15,4,26.67,True
Pseudomonas aeruginosa,Greece,2017,8,3,,False
Pseudomonas aeruginosa,Greece,2018,8,3,,False
Pseudomonas aeruginosa,Greece,2019,18,6,33.33,True
Pseudomonas aeruginosa,Greece,2020,19,10,52.63,True
Pseudomonas aeruginosa,Greece,2021,15,5,33.33,True
Pseudomonas aeruginosa,Greece,2022,6,4,,False
Pseudomonas aeruginosa,Greece,2023,8,6,,False
Pseudomonas aeruginosa,Greece,2024,11,10,90.91,True
Pseudomonas aeruginosa,Guatemala,2006,5,2,,False
Pseudomonas aeruginosa,Guatemala,2007,1,0,,False
Pseudomonas aeruginosa,Guatemala,2008,2,2,,False
Pseudomonas aeruginosa,Guatemala,2009,5,2,,False
Pseudomonas aeruginosa,Guatemala,2010,1,1,,False
Pseudomonas aeruginosa,Guatemala,2020,4,0,,False
Pseudomonas aeruginosa,Guatemala,2021,3,1,,False
Pseudomonas aeruginosa,Guatemala,2022,12,6,50.0,True
Pseudomonas aeruginosa,Guatemala,2023,5,3,,False
Pseudomonas aeruginosa,Guatemala,2024,3,1,,False
Pseudomonas aeruginosa,Honduras,2006,1,0,,False
Pseudomonas aeruginosa,Honduras,2007,1,0,,False
Pseudomonas aeruginosa,Hong Kong,2007,6,1,,False
Pseudomonas aeruginosa,Hong Kong,2010,2,0,,False
Pseudomonas aeruginosa,Hong Kong,2014,5,3,,False
Pseudomonas aeruginosa,Hong Kong,2015,13,0,0.0,True
Pseudomonas aeruginosa,Hong Kong,2016,17,1,5.88,True
Pseudomonas aeruginosa,Hong Kong,2017,13,0,0.0,True
Pseudomonas aeruginosa,Hong Kong,2018,2,0,,False
Pseudomonas aeruginosa,Hong Kong,2020,2,0,,False
Pseudomonas aeruginosa,Hong Kong,2021,1,0,,False
Pseudomonas aeruginosa,Hungary,2008,9,3,,False
Pseudomonas aeruginosa,Hungary,2009,2,0,,False
Pseudomonas aeruginosa,Hungary,2010,4,0,,False
Pseudomonas aeruginosa,Hungary,2014,9,4,,False
Pseudomonas aeruginosa,Hungary,2015,10,7,70.0,True
Pseudomonas aeruginosa,Hungary,2016,10,3,30.0,True
Pseudomonas aeruginosa,Hungary,2017,10,1,10.0,True
Pseudomonas aeruginosa,Hungary,2018,4,1,,False
Pseudomonas aeruginosa,Hungary,2019,3,2,,False
Pseudomonas aeruginosa,Hungary,2020,27,9,33.33,True
Pseudomonas aeruginosa,Hungary,2021,30,6,20.0,True
Pseudomonas aeruginosa,Hungary,2022,27,7,25.93,True
Pseudomonas aeruginosa,Hungary,2023,9,4,,False
Pseudomonas aeruginosa,Hungary,2024,23,5,21.74,True
Pseudomonas aeruginosa,India,2004,1,1,,False
Pseudomonas aeruginosa,India,2006,1,1,,False
Pseudomonas aeruginosa,India,2007,14,4,28.57,True
Pseudomonas aeruginosa,India,2008,10,3,30.0,True
Pseudomonas aeruginosa,India,2009,1,1,,False
Pseudomonas aeruginosa,India,2015,3,2,,False
Pseudomonas aeruginosa,India,2016,2,0,,False
Pseudomonas aeruginosa,India,2018,11,7,63.64,True
Pseudomonas aeruginosa,India,2019,20,6,30.0,True
Pseudomonas aeruginosa,India,2020,42,18,42.86,True
Pseudomonas aeruginosa,India,2021,34,12,35.29,True
Pseudomonas aeruginosa,India,2022,19,14,73.68,True
Pseudomonas aeruginosa,India,2023,17,9,52.94,True
Pseudomonas aeruginosa,India,2024,9,5,,False
Pseudomonas aeruginosa,Ireland,2005,6,0,,False
Pseudomonas aeruginosa,Ireland,2006,3,0,,False
Pseudomonas aeruginosa,Ireland,2007,3,3,,False
Pseudomonas aeruginosa,Ireland,2008,6,0,,False
Pseudomonas aeruginosa,Ireland,2009,3,0,,False
Pseudomonas aeruginosa,Ireland,2010,2,1,,False
Pseudomonas aeruginosa,Ireland,2011,26,0,0.0,True
Pseudomonas aeruginosa,Ireland,2012,21,1,4.76,True
Pseudomonas aeruginosa,Ireland,2013,12,1,8.33,True
Pseudomonas aeruginosa,Ireland,2014,3,1,,False
Pseudomonas aeruginosa,Ireland,2015,8,3,,False
Pseudomonas aeruginosa,Ireland,2016,6,0,,False
Pseudomonas aeruginosa,Ireland,2017,2,0,,False
Pseudomonas aeruginosa,Ireland,2018,3,0,,False
Pseudomonas aeruginosa,Ireland,2019,1,1,,False
Pseudomonas aeruginosa,Ireland,2020,4,2,,False
Pseudomonas aeruginosa,Ireland,2021,6,2,,False
Pseudomonas aeruginosa,Ireland,2022,7,1,,False
Pseudomonas aeruginosa,Ireland,2023,2,0,,False
Pseudomonas aeruginosa,Ireland,2024,2,2,,False
Pseudomonas aeruginosa,Israel,2006,1,0,,False
Pseudomonas aeruginosa,Israel,2007,8,0,,False
Pseudomonas aeruginosa,Israel,2008,13,6,46.15,True
Pseudomonas aeruginosa,Israel,2009,24,7,29.17,True
Pseudomonas aeruginosa,Israel,2010,36,8,22.22,True
Pseudomonas aeruginosa,Israel,2014,2,0,,False
Pseudomonas aeruginosa,Israel,2016,2,0,,False
Pseudomonas aeruginosa,Israel,2017,11,5,45.45,True
Pseudomonas aeruginosa,Israel,2018,1,0,,False
Pseudomonas aeruginosa,Israel,2019,7,2,,False
Pseudomonas aeruginosa,Israel,2020,5,2,,False
Pseudomonas aeruginosa,Israel,2021,9,3,,False
Pseudomonas aeruginosa,Israel,2022,6,4,,False
Pseudomonas aeruginosa,Israel,2023,3,0,,False
Pseudomonas aeruginosa,Israel,2024,3,0,,False
Pseudomonas aeruginosa,Italy,2004,1,1,,False
Pseudomonas aeruginosa,Italy,2005,14,2,14.29,True
Pseudomonas aeruginosa,Italy,2006,11,3,27.27,True
Pseudomonas aeruginosa,Italy,2007,23,6,26.09,True
Pseudomonas aeruginosa,Italy,2008,43,19,44.19,True
Pseudomonas aeruginosa,Italy,2009,37,18,48.65,True
Pseudomonas aeruginosa,Italy,2010,24,4,16.67,True
Pseudomonas aeruginosa,Italy,2011,19,5,26.32,True
Pseudomonas aeruginosa,Italy,2012,30,7,23.33,True
Pseudomonas aeruginosa,Italy,2013,41,11,26.83,True
Pseudomonas aeruginosa,Italy,2014,42,7,16.67,True
Pseudomonas aeruginosa,Italy,2015,18,2,11.11,True
Pseudomonas aeruginosa,Italy,2016,25,7,28.0,True
Pseudomonas aeruginosa,Italy,2017,20,5,25.0,True
Pseudomonas aeruginosa,Italy,2018,27,8,29.63,True
Pseudomonas aeruginosa,Italy,2019,43,14,32.56,True
Pseudomonas aeruginosa,Italy,2020,41,12,29.27,True
Pseudomonas aeruginosa,Italy,2021,54,21,38.89,True
Pseudomonas aeruginosa,Italy,2022,75,17,22.67,True
Pseudomonas aeruginosa,Italy,2023,26,7,26.92,True
Pseudomonas aeruginosa,Italy,2024,21,3,14.29,True
Pseudomonas aeruginosa,Ivory Coast,2020,1,0,,False
Pseudomonas aeruginosa,Ivory Coast,2021,1,1,,False
Pseudomonas aeruginosa,Ivory Coast,2022,1,0,,False
Pseudomonas aeruginosa,Ivory Coast,2024,3,0,,False
Pseudomonas aeruginosa,Japan,2014,1,0,,False
Pseudomonas aeruginosa,Japan,2015,1,1,,False
Pseudomonas aeruginosa,Japan,2016,7,2,,False
Pseudomonas aeruginosa,Japan,2017,9,2,,False
Pseudomonas aeruginosa,Japan,2018,5,1,,False
Pseudomonas aeruginosa,Japan,2019,9,3,,False
Pseudomonas aeruginosa,Japan,2020,9,2,,False
Pseudomonas aeruginosa,Japan,2021,12,1,8.33,True
Pseudomonas aeruginosa,Japan,2022,15,5,33.33,True
Pseudomonas aeruginosa,Japan,2023,3,0,,False
Pseudomonas aeruginosa,Japan,2024,4,0,,False
Pseudomonas aeruginosa,Jordan,2010,2,1,,False
Pseudomonas aeruginosa,Jordan,2012,2,1,,False
Pseudomonas aeruginosa,Jordan,2013,1,0,,False
Pseudomonas aeruginosa,Jordan,2015,2,0,,False
Pseudomonas aeruginosa,Jordan,2016,1,0,,False
Pseudomonas aeruginosa,Jordan,2018,2,0,,False
Pseudomonas aeruginosa,Jordan,2020,1,0,,False
Pseudomonas aeruginosa,Jordan,2021,3,0,,False
Pseudomonas aeruginosa,Jordan,2022,3,3,,False
Pseudomonas aeruginosa,Jordan,2023,1,1,,False
Pseudomonas aeruginosa,Kenya,2014,1,0,,False
Pseudomonas aeruginosa,Kenya,2022,3,1,,False
Pseudomonas aeruginosa,"Korea, South",2006,11,3,27.27,True
Pseudomonas aeruginosa,"Korea, South",2007,14,5,35.71,True
Pseudomonas aeruginosa,"Korea, South",2008,14,3,21.43,True
Pseudomonas aeruginosa,"Korea, South",2009,9,6,,False
Pseudomonas aeruginosa,"Korea, South",2010,12,3,25.0,True
Pseudomonas aeruginosa,"Korea, South",2014,8,6,,False
Pseudomonas aeruginosa,"Korea, South",2015,5,4,,False
Pseudomonas aeruginosa,"Korea, South",2017,7,1,,False
Pseudomonas aeruginosa,"Korea, South",2018,9,1,,False
Pseudomonas aeruginosa,"Korea, South",2019,8,3,,False
Pseudomonas aeruginosa,"Korea, South",2020,8,3,,False
Pseudomonas aeruginosa,"Korea, South",2021,12,3,25.0,True
Pseudomonas aeruginosa,"Korea, South",2022,8,2,,False
Pseudomonas aeruginosa,"Korea, South",2023,7,1,,False
Pseudomonas aeruginosa,"Korea, South",2024,4,2,,False
Pseudomonas aeruginosa,Kuwait,2014,2,0,,False
Pseudomonas aeruginosa,Kuwait,2015,6,0,,False
Pseudomonas aeruginosa,Kuwait,2016,6,2,,False
Pseudomonas aeruginosa,Kuwait,2017,7,2,,False
Pseudomonas aeruginosa,Kuwait,2018,2,1,,False
Pseudomonas aeruginosa,Kuwait,2019,6,4,,False
Pseudomonas aeruginosa,Kuwait,2020,12,8,66.67,True
Pseudomonas aeruginosa,Kuwait,2021,11,2,18.18,True
Pseudomonas aeruginosa,Kuwait,2022,8,2,,False
Pseudomonas aeruginosa,Kuwait,2023,2,1,,False
Pseudomonas aeruginosa,Kuwait,2024,5,0,,False
Pseudomonas aeruginosa,Latvia,2004,1,0,,False
Pseudomonas aeruginosa,Latvia,2009,1,0,,False
Pseudomonas aeruginosa,Latvia,2010,1,0,,False
Pseudomonas aeruginosa,Latvia,2017,1,1,,False
Pseudomonas aeruginosa,Latvia,2018,1,1,,False
Pseudomonas aeruginosa,Latvia,2019,2,0,,False
Pseudomonas aeruginosa,Latvia,2020,2,1,,False
Pseudomonas aeruginosa,Latvia,2021,6,1,,False
Pseudomonas aeruginosa,Latvia,2022,14,6,42.86,True
Pseudomonas aeruginosa,Lithuania,2008,2,1,,False
Pseudomonas aeruginosa,Lithuania,2010,1,0,,False
Pseudomonas aeruginosa,Lithuania,2018,4,0,,False
Pseudomonas aeruginosa,Lithuania,2019,10,5,50.0,True
Pseudomonas aeruginosa,Lithuania,2020,10,4,40.0,True
Pseudomonas aeruginosa,Lithuania,2021,6,1,,False
Pseudomonas aeruginosa,Lithuania,2022,9,3,,False
Pseudomonas aeruginosa,Lithuania,2023,6,2,,False
Pseudomonas aeruginosa,Lithuania,2024,6,3,,False
Pseudomonas aeruginosa,Malawi,2022,1,1,,False
Pseudomonas aeruginosa,Malawi,2023,1,0,,False
Pseudomonas aeruginosa,Malaysia,2009,1,0,,False
Pseudomonas aeruginosa,Malaysia,2010,5,2,,False
Pseudomonas aeruginosa,Malaysia,2014,4,1,,False
Pseudomonas aeruginosa,Malaysia,2015,6,0,,False
Pseudomonas aeruginosa,Malaysia,2016,3,1,,False
Pseudomonas aeruginosa,Malaysia,2018,5,2,,False
Pseudomonas aeruginosa,Malaysia,2019,5,2,,False
Pseudomonas aeruginosa,Malaysia,2020,2,0,,False
Pseudomonas aeruginosa,Malaysia,2021,4,1,,False
Pseudomonas aeruginosa,Malaysia,2022,5,0,,False
Pseudomonas aeruginosa,Malaysia,2023,3,0,,False
Pseudomonas aeruginosa,Malaysia,2024,4,2,,False
Pseudomonas aeruginosa,Mexico,2005,1,1,,False
Pseudomonas aeruginosa,Mexico,2006,12,3,25.0,True
Pseudomonas aeruginosa,Mexico,2007,7,1,,False
Pseudomonas aeruginosa,Mexico,2008,16,5,31.25,True
Pseudomonas aeruginosa,Mexico,2009,33,15,45.45,True
Pseudomonas aeruginosa,Mexico,2010,8,1,,False
Pseudomonas aeruginosa,Mexico,2012,6,1,,False
Pseudomonas aeruginosa,Mexico,2013,2,0,,False
Pseudomonas aeruginosa,Mexico,2014,8,0,,False
Pseudomonas aeruginosa,Mexico,2015,12,3,25.0,True
Pseudomonas aeruginosa,Mexico,2016,17,6,35.29,True
Pseudomonas aeruginosa,Mexico,2017,28,11,39.29,True
Pseudomonas aeruginosa,Mexico,2018,10,1,10.0,True
Pseudomonas aeruginosa,Mexico,2019,22,9,40.91,True
Pseudomonas aeruginosa,Mexico,2020,16,4,25.0,True
Pseudomonas aeruginosa,Mexico,2021,21,9,42.86,True
Pseudomonas aeruginosa,Mexico,2022,17,5,29.41,True
Pseudomonas aeruginosa,Mexico,2023,12,5,41.67,True
Pseudomonas aeruginosa,Mexico,2024,15,8,53.33,True
Pseudomonas aeruginosa,Morocco,2011,1,0,,False
Pseudomonas aeruginosa,Morocco,2012,1,0,,False
Pseudomonas aeruginosa,Morocco,2013,1,0,,False
Pseudomonas aeruginosa,Morocco,2014,2,0,,False
Pseudomonas aeruginosa,Morocco,2016,1,0,,False
Pseudomonas aeruginosa,Morocco,2018,8,1,,False
Pseudomonas aeruginosa,Morocco,2019,8,6,,False
Pseudomonas aeruginosa,Morocco,2020,15,2,13.33,True
Pseudomonas aeruginosa,Morocco,2021,8,3,,False
Pseudomonas aeruginosa,Morocco,2022,3,1,,False
Pseudomonas aeruginosa,Morocco,2023,7,2,,False
Pseudomonas aeruginosa,Morocco,2024,8,3,,False
Pseudomonas aeruginosa,Netherlands,2008,1,0,,False
Pseudomonas aeruginosa,Netherlands,2010,1,0,,False
Pseudomonas aeruginosa,Netherlands,2014,2,0,,False
Pseudomonas aeruginosa,Netherlands,2016,2,0,,False
Pseudomonas aeruginosa,Netherlands,2018,2,1,,False
Pseudomonas aeruginosa,Netherlands,2019,10,2,20.0,True
Pseudomonas aeruginosa,Netherlands,2020,9,0,,False
Pseudomonas aeruginosa,Netherlands,2021,7,0,,False
Pseudomonas aeruginosa,Netherlands,2022,3,0,,False
Pseudomonas aeruginosa,Netherlands,2023,3,0,,False
Pseudomonas aeruginosa,Netherlands,2024,6,3,,False
Pseudomonas aeruginosa,New Zealand,2019,1,0,,False
Pseudomonas aeruginosa,New Zealand,2020,4,1,,False
Pseudomonas aeruginosa,New Zealand,2021,7,1,,False
Pseudomonas aeruginosa,New Zealand,2022,9,2,,False
Pseudomonas aeruginosa,New Zealand,2023,3,0,,False
Pseudomonas aeruginosa,New Zealand,2024,4,1,,False
Pseudomonas aeruginosa,Nigeria,2014,1,0,,False
Pseudomonas aeruginosa,Nigeria,2018,4,1,,False
Pseudomonas aeruginosa,Nigeria,2019,1,0,,False
Pseudomonas aeruginosa,Nigeria,2020,2,2,,False
Pseudomonas aeruginosa,Nigeria,2021,4,1,,False
Pseudomonas aeruginosa,Nigeria,2022,2,1,,False
Pseudomonas aeruginosa,Nigeria,2023,3,2,,False
Pseudomonas aeruginosa,Nigeria,2024,3,0,,False
Pseudomonas aeruginosa,Oman,2007,1,0,,False
Pseudomonas aeruginosa,Pakistan,2006,4,2,,False
Pseudomonas aeruginosa,Pakistan,2015,1,0,,False
Pseudomonas aeruginosa,Pakistan,2017,2,0,,False
Pseudomonas aeruginosa,Panama,2010,1,1,,False
Pseudomonas aeruginosa,Panama,2015,1,0,,False
Pseudomonas aeruginosa,Panama,2018,5,3,,False
Pseudomonas aeruginosa,Panama,2019,3,0,,False
Pseudomonas aeruginosa,Panama,2020,15,8,53.33,True
Pseudomonas aeruginosa,Panama,2021,6,0,,False
Pseudomonas aeruginosa,Panama,2022,13,0,0.0,True
Pseudomonas aeruginosa,Panama,2023,9,2,,False
Pseudomonas aeruginosa,Panama,2024,8,2,,False
Pseudomonas aeruginosa,Philippines,2004,2,0,,False
Pseudomonas aeruginosa,Philippines,2006,3,3,,False
Pseudomonas aeruginosa,Philippines,2007,4,0,,False
Pseudomonas aeruginosa,Philippines,2014,2,0,,False
Pseudomonas aeruginosa,Philippines,2015,6,1,,False
Pseudomonas aeruginosa,Philippines,2016,2,0,,False
Pseudomonas aeruginosa,Philippines,2017,4,1,,False
Pseudomonas aeruginosa,Philippines,2018,4,1,,False
Pseudomonas aeruginosa,Philippines,2019,2,0,,False
Pseudomonas aeruginosa,Philippines,2020,4,1,,False
Pseudomonas aeruginosa,Philippines,2021,5,1,,False
Pseudomonas aeruginosa,Philippines,2022,11,3,27.27,True
Pseudomonas aeruginosa,Philippines,2023,4,1,,False
Pseudomonas aeruginosa,Philippines,2024,5,1,,False
Pseudomonas aeruginosa,Poland,2004,1,1,,False
Pseudomonas aeruginosa,Poland,2008,2,2,,False
Pseudomonas aeruginosa,Poland,2009,4,2,,False
Pseudomonas aeruginosa,Poland,2010,8,4,,False
Pseudomonas aeruginosa,Poland,2014,5,2,,False
Pseudomonas aeruginosa,Poland,2016,2,0,,False
Pseudomonas aeruginosa,Poland,2017,3,1,,False
Pseudomonas aeruginosa,Poland,2018,8,7,,False
Pseudomonas aeruginosa,Poland,2019,11,4,36.36,True
Pseudomonas aeruginosa,Poland,2020,15,10,66.67,True
Pseudomonas aeruginosa,Poland,2021,10,5,50.0,True
Pseudomonas aeruginosa,Poland,2022,3,1,,False
Pseudomonas aeruginosa,Poland,2023,5,4,,False
Pseudomonas aeruginosa,Poland,2024,4,0,,False
Pseudomonas aeruginosa,Portugal,2004,1,0,,False
Pseudomonas aeruginosa,Portugal,2008,1,0,,False
Pseudomonas aeruginosa,Portugal,2009,3,1,,False
Pseudomonas aeruginosa,Portugal,2010,5,1,,False
Pseudomonas aeruginosa,Portugal,2011,9,3,,False
Pseudomonas aeruginosa,Portugal,2012,4,2,,False
Pseudomonas aeruginosa,Portugal,2013,18,1,5.56,True
Pseudomonas aeruginosa,Portugal,2014,6,1,,False
Pseudomonas aeruginosa,Portugal,2015,25,8,32.0,True
Pseudomonas aeruginosa,Portugal,2016,17,3,17.65,True
Pseudomonas aeruginosa,Portugal,2017,9,2,,False
Pseudomonas aeruginosa,Portugal,2018,16,3,18.75,True
Pseudomonas aeruginosa,Portugal,2019,32,10,31.25,True
Pseudomonas aeruginosa,Portugal,2020,34,10,29.41,True
Pseudomonas aeruginosa,Portugal,2021,40,9,22.5,True
Pseudomonas aeruginosa,Portugal,2022,40,10,25.0,True
Pseudomonas aeruginosa,Portugal,2023,12,5,41.67,True
Pseudomonas aeruginosa,Portugal,2024,22,5,22.73,True
Pseudomonas aeruginosa,Qatar,2019,16,6,37.5,True
Pseudomonas aeruginosa,Qatar,2020,5,4,,False
Pseudomonas aeruginosa,Qatar,2021,1,1,,False
Pseudomonas aeruginosa,Qatar,2022,3,0,,False
Pseudomonas aeruginosa,Qatar,2023,2,1,,False
Pseudomonas aeruginosa,Romania,2008,2,0,,False
Pseudomonas aeruginosa,Romania,2009,2,1,,False
Pseudomonas aeruginosa,Romania,2010,2,1,,False
Pseudomonas aeruginosa,Romania,2011,1,0,,False
Pseudomonas aeruginosa,Romania,2014,1,0,,False
Pseudomonas aeruginosa,Romania,2015,3,0,,False
Pseudomonas aeruginosa,Romania,2017,2,2,,False
Pseudomonas aeruginosa,Romania,2018,8,4,,False
Pseudomonas aeruginosa,Romania,2019,5,2,,False
Pseudomonas aeruginosa,Romania,2020,13,7,53.85,True
Pseudomonas aeruginosa,Romania,2021,15,10,66.67,True
Pseudomonas aeruginosa,Romania,2022,11,6,54.55,True
Pseudomonas aeruginosa,Romania,2023,11,7,63.64,True
Pseudomonas aeruginosa,Romania,2024,10,4,40.0,True
Pseudomonas aeruginosa,Russia,2014,3,0,,False
Pseudomonas aeruginosa,Russia,2018,9,4,,False
Pseudomonas aeruginosa,Russia,2019,14,6,42.86,True
Pseudomonas aeruginosa,Saudi Arabia,2009,16,6,37.5,True
Pseudomonas aeruginosa,Saudi Arabia,2011,14,2,14.29,True
Pseudomonas aeruginosa,Saudi Arabia,2012,1,0,,False
Pseudomonas aeruginosa,Saudi Arabia,2015,2,0,,False
Pseudomonas aeruginosa,Saudi Arabia,2016,1,0,,False
Pseudomonas aeruginosa,Saudi Arabia,2018,3,1,,False
Pseudomonas aeruginosa,Saudi Arabia,2019,2,2,,False
Pseudomonas aeruginosa,Saudi Arabia,2020,2,0,,False
Pseudomonas aeruginosa,Saudi Arabia,2021,1,0,,False
Pseudomonas aeruginosa,Serbia,2017,1,1,,False
Pseudomonas aeruginosa,Singapore,2004,4,1,,False
Pseudomonas aeruginosa,Singapore,2005,6,3,,False
Pseudomonas aeruginosa,Singapore,2006,7,0,,False
Pseudomonas aeruginosa,Singapore,2007,3,1,,False
Pseudomonas aeruginosa,Singapore,2008,2,0,,False
Pseudomonas aeruginosa,Singapore,2009,1,1,,False
Pseudomonas aeruginosa,Singapore,2015,14,3,21.43,True
Pseudomonas aeruginosa,Singapore,2018,7,0,,False
Pseudomonas aeruginosa,Slovak Republic,2007,1,0,,False
Pseudomonas aeruginosa,Slovak Republic,2008,1,1,,False
Pseudomonas aeruginosa,Slovak Republic,2011,1,1,,False
Pseudomonas aeruginosa,Slovenia,2007,4,0,,False
Pseudomonas aeruginosa,Slovenia,2008,4,0,,False
Pseudomonas aeruginosa,Slovenia,2009,1,0,,False
Pseudomonas aeruginosa,Slovenia,2010,3,1,,False
Pseudomonas aeruginosa,Slovenia,2020,3,2,,False
Pseudomonas aeruginosa,Slovenia,2021,3,0,,False
Pseudomonas aeruginosa,Slovenia,2022,17,6,35.29,True
Pseudomonas aeruginosa,Slovenia,2023,18,5,27.78,True
Pseudomonas aeruginosa,Slovenia,2024,2,1,,False
Pseudomonas aeruginosa,South Africa,2006,1,1,,False
Pseudomonas aeruginosa,South Africa,2007,3,2,,False
Pseudomonas aeruginosa,South Africa,2011,2,1,,False
Pseudomonas aeruginosa,South Africa,2012,1,0,,False
